Run,LocalTime,Time,Altitude,Distance,HeartRate,Speed,VerticalSpeed,Cadence
One,2016-10-02 16:45:04,26.50,13,4702,146,2.9,0.01,84
One,2016-10-02 16:45:05,26.52,13,4705,146,2.9,0.01,84
One,2016-10-02 16:45:06,26.53,12,4708,146,2.9,0.01,84
One,2016-10-02 16:45:07,26.55,12,4711,145,2.9,0.01,83
One,2016-10-02 16:45:08,26.57,12,4714,145,2.9,0.01,83
One,2016-10-02 16:45:09,26.58,12,4717,145,2.9,0.01,83
One,2016-10-02 16:45:10,26.60,12,4720,146,2.9,0.01,83
One,2016-10-02 16:45:11,26.62,12,4723,146,2.9,0,83
One,2016-10-02 16:45:12,26.63,12,4726,147,2.9,0,83
One,2016-10-02 16:45:13,26.65,12,4729,147,2.9,0,89
One,2016-10-02 16:45:14,26.67,13,4732,148,2.9,0,81
One,2016-10-02 16:45:15,26.68,13,4735,149,2.9,0,81
One,2016-10-02 16:45:16,26.70,13,4738,150,2.9,0,80
One,2016-10-02 16:45:17,26.72,13,4740,151,2.9,0,80
One,2016-10-02 16:45:18,26.73,13,4743,151,2.9,0,87
One,2016-10-02 16:45:19,26.75,13,4746,152,2.9,0,81
One,2016-10-02 16:45:20,26.77,13,4749,153,2.9,0,83
One,2016-10-02 16:45:21,26.78,13,4752,153,2.9,0,83
One,2016-10-02 16:45:22,26.80,13,4755,153,2.9,0,83
One,2016-10-02 16:45:23,26.82,13,4758,154,2.9,0,82
One,2016-10-02 16:45:24,26.83,13,4761,153,2.9,0,82
One,2016-10-02 16:45:25,26.85,13,4764,153,2.9,0,82
One,2016-10-02 16:45:26,26.87,13,4767,153,2.9,0,82
One,2016-10-02 16:45:27,26.88,13,4770,153,2.9,0,82
One,2016-10-02 16:45:28,26.90,13,4773,153,2.9,0,82
One,2016-10-02 16:45:29,26.92,14,4775,152,2.9,0,83
One,2016-10-02 16:45:30,26.93,13,4778,152,2.9,0,85
One,2016-10-02 16:45:31,26.95,14,4781,153,2.9,0,83
One,2016-10-02 16:45:32,26.97,14,4784,152,2.9,0.01,88
One,2016-10-02 16:45:33,26.98,14,4787,152,2.9,0.01,82
One,2016-10-02 16:45:34,27.00,14,4790,152,2.9,0.01,83
One,2016-10-02 16:45:35,27.02,14,4793,153,2.9,0.01,83
One,2016-10-02 16:45:36,27.03,14,4796,153,2.9,0.01,83
One,2016-10-02 16:45:37,27.05,14,4799,152,2.9,0.03,83
One,2016-10-02 16:45:38,27.07,14,4802,152,2.9,0.03,83
One,2016-10-02 16:45:39,27.08,14,4805,152,2.9,0.03,83
One,2016-10-02 16:45:40,27.10,14,4807,152,2.9,0.03,83
One,2016-10-02 16:45:41,27.12,14,4810,152,2.9,0.03,83
One,2016-10-02 16:45:42,27.13,14,4813,152,2.9,0.03,82
One,2016-10-02 16:45:43,27.15,14,4816,152,2.9,0.05,82
One,2016-10-02 16:45:44,27.17,14,4819,152,2.9,0.05,82
One,2016-10-02 16:45:45,27.18,14,4822,151,2.9,0.05,82
One,2016-10-02 16:45:46,27.20,14,4825,151,2.9,0.05,82
One,2016-10-02 16:45:48,27.22,14,4828,152,2.9,0.05,83
One,2016-10-02 16:45:48,27.23,14,4828,152,2.9,0.05,83
One,2016-10-02 16:45:48,27.25,14,4831,152,2.9,0.05,83
One,2016-10-02 16:45:50,27.27,14,4834,151,2.9,0.05,89
One,2016-10-02 16:45:50,27.28,14,4837,151,2.9,0.05,82
One,2016-10-02 16:45:51,27.30,14,4840,151,3,0.05,81
One,2016-10-02 16:45:52,27.32,14,4844,150,3,0.03,79
One,2016-10-02 16:45:53,27.33,14,4847,150,3,0.03,80
One,2016-10-02 16:45:54,27.35,14,4849,150,3,0.03,81
One,2016-10-02 16:45:55,27.37,14,4852,149,3,0.03,79
One,2016-10-02 16:45:56,27.38,14,4855,149,3,0.03,81
One,2016-10-02 16:45:57,27.40,14,4858,149,3,0.03,89
One,2016-10-02 16:45:58,27.42,14,4861,149,3,0.03,81
One,2016-10-02 16:45:59,27.43,14,4865,149,3,0.03,79
One,2016-10-02 16:46:00,27.45,14,4868,149,3,0.03,81
One,2016-10-02 16:46:01,27.47,14,4870,149,3,0.03,88
One,2016-10-02 16:46:02,27.48,14,4873,149,3,0.03,83
One,2016-10-02 16:46:03,27.50,14,4877,149,3,0.03,81
One,2016-10-02 16:46:04,27.52,13,4880,148,3,0.03,82
One,2016-10-02 16:46:05,27.53,13,4883,148,3,0.01,83
One,2016-10-02 16:46:06,27.55,13,4887,147,3,0.01,83
One,2016-10-02 16:46:07,27.57,13,4890,147,3,0.01,84
One,2016-10-02 16:46:08,27.58,13,4893,146,3,0,91
One,2016-10-02 16:46:09,27.60,12,4896,145,3,0,85
One,2016-10-02 16:46:10,27.62,12,4899,144,3,0,89
One,2016-10-02 16:46:11,27.63,12,4902,143,3,0,83
One,2016-10-02 16:46:12,27.65,12,4905,143,3,-0.01,83
One,2016-10-02 16:46:13,27.67,12,4908,144,3,-0.03,81
One,2016-10-02 16:46:14,27.68,12,4911,144,3,-0.03,80
One,2016-10-02 16:46:15,27.70,12,4914,144,3,-0.05,81
One,2016-10-02 16:46:16,27.72,12,4917,144,3,-0.05,84
One,2016-10-02 16:46:17,27.73,12,4920,143,3,-0.06,83
One,2016-10-02 16:46:18,27.75,12,4923,142,3,-0.06,86
One,2016-10-02 16:46:19,27.77,12,4925,140,3,-0.08,82
One,2016-10-02 16:46:20,27.78,12,4928,138,3,-0.08,82
One,2016-10-02 16:46:21,27.80,12,4932,136,3,-0.08,82
One,2016-10-02 16:46:22,27.82,12,4935,136,3,-0.1,82
One,2016-10-02 16:46:23,27.83,12,4939,135,3,-0.1,83
One,2016-10-02 16:46:24,27.85,12,4942,135,3,-0.1,83
One,2016-10-02 16:46:25,27.87,12,4945,137,3,-0.1,84
One,2016-10-02 16:46:26,27.88,12,4948,139,3,-0.1,83
One,2016-10-02 16:46:27,27.90,12,4951,140,3,-0.1,83
One,2016-10-02 16:46:28,27.92,12,4954,141,3,-0.1,84
One,2016-10-02 16:46:29,27.93,12,4957,142,3,-0.1,89
One,2016-10-02 16:46:30,27.95,12,4960,143,3,-0.08,82
One,2016-10-02 16:46:31,27.97,12,4963,143,3,-0.08,83
One,2016-10-02 16:46:32,27.98,12,4966,144,3,-0.08,83
One,2016-10-02 16:46:33,28.00,12,4969,144,3,-0.06,83
One,2016-10-02 16:46:34,28.02,12,4972,145,3,-0.05,83
One,2016-10-02 16:46:35,28.03,12,4975,146,3,-0.05,84
One,2016-10-02 16:46:36,28.05,12,4978,146,3,-0.03,84
One,2016-10-02 16:46:37,28.07,12,4981,147,3,-0.01,84
One,2016-10-02 16:46:38,28.08,13,4984,147,3,-0.01,84
One,2016-10-02 16:46:39,28.10,13,4987,148,3,0,84
One,2016-10-02 16:46:40,28.12,13,4990,148,3,0,85
One,2016-10-02 16:46:41,28.13,13,4993,148,3,0,85
One,2016-10-02 16:46:42,28.15,13,4996,149,3,0,85
One,2016-10-02 16:46:43,28.17,13,4999,148,3,0,84
One,2016-10-02 16:46:44,28.18,13,5002,148,3,0.01,84
One,2016-10-02 16:46:45,28.20,13,5004,148,3,0.01,84
One,2016-10-02 16:46:47,28.22,13,5007,148,3,0.03,83
One,2016-10-02 16:46:47,28.23,13,5010,148,3,0.03,83
One,2016-10-02 16:46:48,28.25,13,5012,149,3,0.03,89
One,2016-10-02 16:46:49,28.27,12,5015,149,3,0.03,82
One,2016-10-02 16:46:50,28.28,12,5017,149,3,0.03,83
One,2016-10-02 16:46:51,28.30,12,5020,149,2.9,0.03,83
One,2016-10-02 16:46:52,28.32,12,5022,149,2.9,0.03,83
One,2016-10-02 16:46:53,28.33,12,5025,148,2.9,0.03,83
One,2016-10-02 16:46:54,28.35,12,5029,148,2.9,0.01,83
One,2016-10-02 16:46:55,28.37,12,5032,148,3,0.01,83
One,2016-10-02 16:46:56,28.38,12,5035,148,3,0.01,83
One,2016-10-02 16:46:57,28.40,12,5039,147,3,0.01,82
One,2016-10-02 16:46:58,28.42,12,5042,147,3,0.01,83
One,2016-10-02 16:46:59,28.43,13,5045,147,3,0,83
One,2016-10-02 16:47:00,28.45,13,5048,147,3,0,85
One,2016-10-02 16:47:01,28.47,13,5052,147,3,0,84
One,2016-10-02 16:47:02,28.48,13,5055,147,3,0,85
One,2016-10-02 16:47:03,28.50,13,5057,148,3,0,84
One,2016-10-02 16:47:04,28.52,13,5060,149,3,0,84
One,2016-10-02 16:47:05,28.53,13,5064,149,3,0,84
One,2016-10-02 16:47:06,28.55,13,5067,150,3,0,84
One,2016-10-02 16:47:07,28.57,13,5070,149,3,0,92
One,2016-10-02 16:47:08,28.58,13,5073,149,3,0,83
One,2016-10-02 16:47:09,28.60,13,5076,150,3,0,83
One,2016-10-02 16:47:10,28.62,13,5079,149,3,0,84
One,2016-10-02 16:47:11,28.63,13,5082,149,3,0,83
One,2016-10-02 16:47:12,28.65,13,5082,148,3,0,83
One,2016-10-02 16:47:13,28.67,13,5088,147,3,0,86
One,2016-10-02 16:47:14,28.68,13,5091,147,3,0,84
One,2016-10-02 16:47:15,28.70,13,5095,147,3,0,84
One,2016-10-02 16:47:16,28.72,13,5098,147,3,0,85
One,2016-10-02 16:47:17,28.73,13,5101,147,3,0,84
One,2016-10-02 16:47:18,28.75,13,5104,148,3,0.01,89
One,2016-10-02 16:47:19,28.77,13,5106,148,3,0.01,84
One,2016-10-02 16:47:20,28.78,13,5109,149,3,0.01,82
One,2016-10-02 16:47:21,28.80,13,5112,149,3,0.01,82
One,2016-10-02 16:47:22,28.82,13,5115,149,3,0.01,82
One,2016-10-02 16:47:23,28.83,13,5118,149,3,0.01,81
One,2016-10-02 16:47:24,28.85,13,5121,149,3,0.01,84
One,2016-10-02 16:47:25,28.87,13,5124,148,3,0.01,83
One,2016-10-02 16:47:26,28.88,13,5127,148,3,0.01,89
One,2016-10-02 16:47:27,28.90,13,5129,147,3,0.01,83
One,2016-10-02 16:47:28,28.92,13,5132,147,3,0.01,83
One,2016-10-02 16:47:29,28.93,14,5134,147,2.9,0.01,83
One,2016-10-02 16:47:30,28.95,14,5137,147,2.9,0.01,82
One,2016-10-02 16:47:31,28.97,14,5140,147,2.9,0.01,83
One,2016-10-02 16:47:32,28.98,14,5142,147,2.9,0.01,83
One,2016-10-02 16:47:33,29.00,14,5145,147,2.9,0.01,83
One,2016-10-02 16:47:34,29.02,14,5147,147,2.9,0.01,82
One,2016-10-02 16:47:35,29.03,14,5150,147,2.9,0.01,82
One,2016-10-02 16:47:36,29.05,14,5152,148,2.9,0.01,82
One,2016-10-02 16:47:37,29.07,14,5155,148,2.9,0.01,82
One,2016-10-02 16:47:38,29.08,14,5159,147,2.9,0.01,83
One,2016-10-02 16:47:39,29.10,14,5161,146,2.9,0.01,83
One,2016-10-02 16:47:40,29.12,14,5164,146,2.9,0.03,83
One,2016-10-02 16:47:41,29.13,14,5167,146,2.9,0.03,83
One,2016-10-02 16:47:42,29.15,14,5170,146,2.9,0.03,84
One,2016-10-02 16:47:43,29.17,14,5173,146,2.9,0.03,83
One,2016-10-02 16:47:44,29.18,14,5176,146,2.9,0.03,83
One,2016-10-02 16:47:45,29.20,14,5179,146,2.9,0.03,89
One,2016-10-02 16:47:46,29.22,14,5182,146,2.9,0.03,83
One,2016-10-02 16:47:47,29.23,14,5185,147,2.9,0.03,83
One,2016-10-02 16:47:48,29.25,14,5188,147,2.9,0.03,83
One,2016-10-02 16:47:49,29.27,14,5191,146,2.9,0.03,89
One,2016-10-02 16:47:50,29.28,14,5194,146,2.9,0.03,84
One,2016-10-02 16:47:51,29.30,14,5197,146,2.9,0.03,84
One,2016-10-02 16:47:52,29.32,14,5199,145,2.9,0.03,85
One,2016-10-02 16:47:53,29.33,14,5203,145,2.9,0.03,84
One,2016-10-02 16:47:54,29.35,14,5206,145,2.9,0.03,84
One,2016-10-02 16:47:55,29.37,14,5208,145,2.9,0.03,85
One,2016-10-02 16:47:56,29.38,14,5211,145,2.9,0.03,85
One,2016-10-02 16:47:57,29.40,15,5214,145,2.9,0.03,85
One,2016-10-02 16:47:58,29.42,15,5218,145,2.9,0.03,85
One,2016-10-02 16:47:59,29.43,15,5221,146,2.9,0.03,85
One,2016-10-02 16:48:00,29.45,15,5224,146,2.9,0.03,85
One,2016-10-02 16:48:01,29.47,15,5227,146,2.9,0.03,85
One,2016-10-02 16:48:02,29.48,15,5230,146,2.9,0.03,84
One,2016-10-02 16:48:03,29.50,15,5232,146,2.9,0.03,85
One,2016-10-02 16:48:04,29.52,15,5235,146,2.9,0.03,90
One,2016-10-02 16:48:05,29.53,15,5237,146,2.9,0.03,85
One,2016-10-02 16:48:06,29.55,15,5240,146,2.9,0.03,83
One,2016-10-02 16:48:07,29.57,15,5243,146,2.9,0.03,83
One,2016-10-02 16:48:08,29.58,15,5246,146,2.9,0.03,83
One,2016-10-02 16:48:09,29.60,15,5249,146,2.9,0.03,83
One,2016-10-02 16:48:10,29.62,15,5252,146,2.9,0.03,84
One,2016-10-02 16:48:11,29.63,15,5255,147,2.9,0.03,84
One,2016-10-02 16:48:12,29.65,15,5259,147,2.9,0.03,85
One,2016-10-02 16:48:13,29.67,15,5262,146,2.9,0.03,84
One,2016-10-02 16:48:14,29.68,15,5265,146,2.9,0.03,84
One,2016-10-02 16:48:15,29.70,14,5268,146,2.9,0.03,84
One,2016-10-02 16:48:16,29.72,14,5271,146,2.9,0.01,84
One,2016-10-02 16:48:17,29.73,14,5273,146,2.9,0.01,84
One,2016-10-02 16:48:18,29.75,14,5277,146,2.9,0.01,83
One,2016-10-02 16:48:19,29.77,14,5280,146,2.9,0.01,83
One,2016-10-02 16:48:20,29.78,13,5283,145,2.9,0.01,88
One,2016-10-02 16:48:21,29.80,13,5287,145,3,0,81
One,2016-10-02 16:48:22,29.82,13,5290,145,3,0,81
One,2016-10-02 16:48:23,29.83,13,5293,145,3,0,87
One,2016-10-02 16:48:24,29.85,13,5296,145,3,0,82
One,2016-10-02 16:48:25,29.87,13,5300,145,3.1,0,81
One,2016-10-02 16:48:26,29.88,13,5304,145,3.1,-0.01,83
One,2016-10-02 16:48:27,29.90,13,5306,145,3.1,-0.01,83
One,2016-10-02 16:48:28,29.92,13,5309,145,3,-0.03,83
One,2016-10-02 16:48:29,29.93,13,5312,145,3.1,-0.03,84
One,2016-10-02 16:48:30,29.95,13,5315,145,3.1,-0.05,85
One,2016-10-02 16:48:31,29.97,13,5318,146,3.1,-0.06,85
One,2016-10-02 16:48:32,29.98,13,5321,146,3.1,-0.06,85
One,2016-10-02 16:48:33,30.00,13,5325,147,3.1,-0.06,85
One,2016-10-02 16:48:34,30.02,13,5328,147,3.1,-0.06,86
One,2016-10-02 16:48:35,30.03,13,5331,147,3.1,-0.06,84
One,2016-10-02 16:48:36,30.05,13,5334,148,3.1,-0.06,83
One,2016-10-02 16:48:37,30.07,13,5337,149,3.1,-0.06,83
One,2016-10-02 16:48:38,30.08,13,5340,149,3.1,-0.06,83
One,2016-10-02 16:48:39,30.10,13,5343,149,3.1,-0.06,83
One,2016-10-02 16:48:40,30.12,13,5346,149,3.1,-0.06,83
One,2016-10-02 16:48:41,30.13,13,5349,150,3,-0.06,83
One,2016-10-02 16:48:42,30.15,12,5351,149,3,-0.06,90
One,2016-10-02 16:48:43,30.17,12,5353,148,3,-0.06,83
One,2016-10-02 16:48:44,30.18,12,5356,148,2.9,-0.06,83
One,2016-10-02 16:48:45,30.20,12,5358,148,2.9,-0.05,83
One,2016-10-02 16:48:46,30.22,12,5361,148,2.9,-0.05,83
One,2016-10-02 16:48:47,30.23,11,5364,148,2.9,-0.05,83
One,2016-10-02 16:48:48,30.25,11,5367,148,2.9,-0.06,84
One,2016-10-02 16:48:49,30.27,11,5369,148,2.9,-0.06,91
One,2016-10-02 16:48:50,30.28,11,5372,148,2.9,-0.06,85
One,2016-10-02 16:48:51,30.30,11,5376,148,2.9,-0.06,86
One,2016-10-02 16:48:52,30.32,11,5379,148,2.9,-0.06,85
One,2016-10-02 16:48:53,30.33,11,5382,149,2.9,-0.06,86
One,2016-10-02 16:48:54,30.35,11,5384,149,2.9,-0.08,85
One,2016-10-02 16:48:55,30.37,11,5387,149,2.9,-0.08,85
One,2016-10-02 16:48:56,30.38,11,5390,149,2.9,-0.08,85
One,2016-10-02 16:48:57,30.40,11,5393,149,2.9,-0.08,84
One,2016-10-02 16:48:58,30.42,11,5396,149,2.9,-0.08,84
One,2016-10-02 16:48:59,30.43,11,5398,148,2.9,-0.08,84
One,2016-10-02 16:49:00,30.45,11,5401,148,2.9,-0.08,84
One,2016-10-02 16:49:01,30.47,11,5404,148,2.9,-0.08,92
One,2016-10-02 16:49:02,30.48,11,5407,148,2.9,-0.08,88
One,2016-10-02 16:49:03,30.50,11,5410,148,2.9,-0.08,85
One,2016-10-02 16:49:04,30.52,12,5413,148,2.9,-0.08,86
One,2016-10-02 16:49:05,30.53,12,5417,149,2.9,-0.08,87
One,2016-10-02 16:49:06,30.55,12,5420,149,2.9,-0.06,84
One,2016-10-02 16:49:07,30.57,12,5424,150,2.9,-0.06,86
One,2016-10-02 16:49:08,30.58,12,5426,150,2.9,-0.06,86
One,2016-10-02 16:49:09,30.60,12,5430,150,2.9,-0.06,86
One,2016-10-02 16:49:10,30.62,12,5432,150,2.9,-0.05,85
One,2016-10-02 16:49:11,30.63,12,5435,150,2.9,-0.05,85
One,2016-10-02 16:49:12,30.65,12,5438,151,2.9,-0.03,85
One,2016-10-02 16:49:13,30.67,12,5441,151,2.9,-0.03,85
One,2016-10-02 16:49:14,30.68,13,5443,150,2.9,-0.01,85
One,2016-10-02 16:49:15,30.70,13,5446,150,2.9,0,85
One,2016-10-02 16:49:16,30.72,13,5448,150,2.9,0,84
One,2016-10-02 16:49:17,30.73,13,5451,150,2.9,0,84
One,2016-10-02 16:49:19,30.75,14,5454,150,2.9,0.03,84
One,2016-10-02 16:49:19,30.77,14,5454,150,2.9,0.03,85
One,2016-10-02 16:49:20,30.78,14,5459,150,2.9,0.03,91
One,2016-10-02 16:49:21,30.80,14,5462,150,2.9,0.05,83
One,2016-10-02 16:49:22,30.82,14,5464,150,2.8,0.05,84
One,2016-10-02 16:49:23,30.83,14,5467,150,2.8,0.06,84
One,2016-10-02 16:49:24,30.85,14,5470,150,2.8,0.06,83
One,2016-10-02 16:49:25,30.87,14,5473,149,2.8,0.08,83
One,2016-10-02 16:49:26,30.88,14,5475,149,2.8,0.08,83
One,2016-10-02 16:49:27,30.90,14,5479,149,2.9,0.1,83
One,2016-10-02 16:49:28,30.92,14,5482,150,2.9,0.1,83
One,2016-10-02 16:49:29,30.93,14,5484,150,2.9,0.1,84
One,2016-10-02 16:49:30,30.95,15,5487,150,2.9,0.1,83
One,2016-10-02 16:49:31,30.97,15,5491,151,2.9,0.1,83
One,2016-10-02 16:49:32,30.98,15,5494,150,2.9,0.11,83
One,2016-10-02 16:49:33,31.00,15,5497,150,2.9,0.11,83
One,2016-10-02 16:49:34,31.02,15,5500,151,2.9,0.11,83
One,2016-10-02 16:49:35,31.03,15,5504,150,2.9,0.11,83
One,2016-10-02 16:49:36,31.05,15,5507,150,2.9,0.11,83
One,2016-10-02 16:49:37,31.07,15,5509,150,2.9,0.11,84
One,2016-10-02 16:49:38,31.08,15,5512,151,2.9,0.11,83
One,2016-10-02 16:49:39,31.10,15,5515,151,2.9,0.11,91
One,2016-10-02 16:49:40,31.12,16,5518,151,2.9,0.11,84
One,2016-10-02 16:49:41,31.13,16,5521,152,2.9,0.11,84
One,2016-10-02 16:49:42,31.15,16,5523,152,2.9,0.11,83
One,2016-10-02 16:49:43,31.17,16,5526,151,2.9,0.11,83
One,2016-10-02 16:49:44,31.18,16,5529,151,2.9,0.11,81
One,2016-10-02 16:49:45,31.20,16,5532,151,2.9,0.11,82
One,2016-10-02 16:49:46,31.22,16,5535,150,2.9,0.1,83
One,2016-10-02 16:49:47,31.23,16,5538,150,2.9,0.1,83
One,2016-10-02 16:49:48,31.25,16,5541,149,2.9,0.1,83
One,2016-10-02 16:49:49,31.27,16,5544,149,2.9,0.1,84
One,2016-10-02 16:49:50,31.28,17,5547,148,2.9,0.1,84
One,2016-10-02 16:49:51,31.30,17,5549,148,2.9,0.1,90
One,2016-10-02 16:49:52,31.32,17,5552,148,2.9,0.08,88
One,2016-10-02 16:49:53,31.33,17,5555,148,2.9,0.08,80
One,2016-10-02 16:49:54,31.35,17,5558,148,2.9,0.08,80
One,2016-10-02 16:49:55,31.37,17,5560,148,2.9,0.08,80
One,2016-10-02 16:49:56,31.38,17,5563,148,2.9,0.08,80
One,2016-10-02 16:49:57,31.40,17,5566,148,2.9,0.08,81
One,2016-10-02 16:49:58,31.42,17,5568,148,2.9,0.08,87
One,2016-10-02 16:49:59,31.43,17,5571,148,2.9,0.08,81
One,2016-10-02 16:50:00,31.45,17,5574,148,2.9,0.08,82
One,2016-10-02 16:50:01,31.47,17,5577,147,2.9,0.08,82
One,2016-10-02 16:50:02,31.48,17,5580,147,2.9,0.08,83
One,2016-10-02 16:50:03,31.50,17,5583,148,2.9,0.08,82
One,2016-10-02 16:50:04,31.52,17,5586,147,2.9,0.08,83
One,2016-10-02 16:50:05,31.53,18,5589,147,2.9,0.06,83
One,2016-10-02 16:50:06,31.55,18,5592,147,2.9,0.06,83
One,2016-10-02 16:50:07,31.57,18,5595,147,2.9,0.06,83
One,2016-10-02 16:50:08,31.58,18,5598,147,2.9,0.06,83
One,2016-10-02 16:50:09,31.60,18,5600,148,2.9,0.08,83
One,2016-10-02 16:50:10,31.62,18,5602,148,2.9,0.08,83
One,2016-10-02 16:50:11,31.63,18,5605,148,2.9,0.08,83
One,2016-10-02 16:50:12,31.65,18,5608,148,2.9,0.08,83
One,2016-10-02 16:50:13,31.67,18,5610,148,2.9,0.08,83
One,2016-10-02 16:50:14,31.68,18,5613,148,2.8,0.08,84
One,2016-10-02 16:50:15,31.70,18,5615,148,2.8,0.08,83
One,2016-10-02 16:50:16,31.72,18,5618,148,2.8,0.08,83
One,2016-10-02 16:50:17,31.73,18,5621,148,2.8,0.08,89
One,2016-10-02 16:50:18,31.75,18,5624,148,2.9,0.06,81
One,2016-10-02 16:50:19,31.77,19,5627,148,2.9,0.06,81
One,2016-10-02 16:50:20,31.78,19,5631,148,2.9,0.06,82
One,2016-10-02 16:50:21,31.80,19,5634,148,2.9,0.06,81
One,2016-10-02 16:50:22,31.82,19,5636,147,2.9,0.06,82
One,2016-10-02 16:50:23,31.83,19,5639,146,2.9,0.05,86
One,2016-10-02 16:50:24,31.85,19,5641,145,2.8,0.05,81
One,2016-10-02 16:50:25,31.87,19,5644,145,2.8,0.05,81
One,2016-10-02 16:50:26,31.88,19,5644,144,2.7,0.05,81
One,2016-10-02 16:50:27,31.90,19,5647,144,2.6,0.05,81
One,2016-10-02 16:50:28,31.92,19,5647,144,2.5,0.05,72
One,2016-10-02 16:50:29,31.93,19,5651,144,2.4,0.05,71
One,2016-10-02 16:50:30,31.95,19,5653,145,2.4,0.05,70
One,2016-10-02 16:50:31,31.97,19,5656,145,2.5,0.05,78
One,2016-10-02 16:50:32,31.98,19,5659,145,2.5,0.05,79
One,2016-10-02 16:50:33,32.00,19,5662,145,2.5,0.05,81
One,2016-10-02 16:50:34,32.02,19,5665,145,2.6,0.05,83
One,2016-10-02 16:50:35,32.03,19,5668,144,2.6,0.03,83
One,2016-10-02 16:50:36,32.05,19,5670,144,2.6,0.03,89
One,2016-10-02 16:50:37,32.07,19,5673,144,2.6,0.03,83
One,2016-10-02 16:50:38,32.08,19,5676,144,2.6,0.01,82
One,2016-10-02 16:50:39,32.10,19,5678,144,2.6,0.01,82
One,2016-10-02 16:50:40,32.12,19,5681,143,2.6,0.01,83
One,2016-10-02 16:50:41,32.13,20,5683,143,2.6,0.03,84
One,2016-10-02 16:50:42,32.15,20,5686,144,2.6,0.03,83
One,2016-10-02 16:50:43,32.17,20,5689,143,2.6,0.03,83
One,2016-10-02 16:50:44,32.18,20,5691,143,2.6,0.03,83
One,2016-10-02 16:50:45,32.20,20,5694,142,2.6,0.03,83
One,2016-10-02 16:50:46,32.22,21,5697,142,2.6,0.03,83
One,2016-10-02 16:50:47,32.23,21,5700,143,2.6,0.05,83
One,2016-10-02 16:50:48,32.25,21,5703,143,2.6,0.05,83
One,2016-10-02 16:50:49,32.27,21,5706,144,2.7,0.05,83
One,2016-10-02 16:50:50,32.28,21,5709,144,2.7,0.05,83
One,2016-10-02 16:50:51,32.30,21,5711,144,2.6,0.06,83
One,2016-10-02 16:50:52,32.32,21,5714,144,2.6,0.06,83
One,2016-10-02 16:50:53,32.33,22,5717,145,2.7,0.06,83
One,2016-10-02 16:50:54,32.35,22,5720,145,2.7,0.08,82
One,2016-10-02 16:50:55,32.37,22,5723,145,2.7,0.08,89
One,2016-10-02 16:50:56,32.38,22,5726,145,2.7,0.08,82
One,2016-10-02 16:50:57,32.40,23,5729,146,2.7,0.1,86
One,2016-10-02 16:50:58,32.42,23,5731,147,2.7,0.1,81
One,2016-10-02 16:50:59,32.43,23,5734,148,2.7,0.1,81
One,2016-10-02 16:51:00,32.45,23,5737,149,2.7,0.11,82
One,2016-10-02 16:51:01,32.47,23,5739,149,2.7,0.11,82
One,2016-10-02 16:51:02,32.48,23,5742,149,2.7,0.11,84
One,2016-10-02 16:51:03,32.50,24,5744,150,2.7,0.13,84
One,2016-10-02 16:51:04,32.52,24,5747,150,2.7,0.13,83
One,2016-10-02 16:51:05,32.53,24,5750,150,2.7,0.13,85
One,2016-10-02 16:51:06,32.55,24,5752,150,2.7,0.15,83
One,2016-10-02 16:51:07,32.57,24,5754,150,2.7,0.15,83
One,2016-10-02 16:51:08,32.58,24,5757,150,2.7,0.15,83
One,2016-10-02 16:51:09,32.60,24,5760,151,2.7,0.16,84
One,2016-10-02 16:51:10,32.62,24,5763,151,2.7,0.16,83
One,2016-10-02 16:51:11,32.63,25,5766,150,2.7,0.16,83
One,2016-10-02 16:51:12,32.65,25,5768,150,2.7,0.16,83
One,2016-10-02 16:51:13,32.67,25,5771,150,2.7,0.16,83
One,2016-10-02 16:51:14,32.68,25,5773,150,2.7,0.16,90
One,2016-10-02 16:51:15,32.70,25,5776,150,2.7,0.16,84
One,2016-10-02 16:51:16,32.72,25,5778,150,2.7,0.15,84
One,2016-10-02 16:51:17,32.73,25,5781,151,2.7,0.15,84
One,2016-10-02 16:51:18,32.75,25,5783,151,2.7,0.15,84
One,2016-10-02 16:51:19,32.77,25,5786,151,2.7,0.15,82
One,2016-10-02 16:51:20,32.78,26,5788,152,2.7,0.15,83
One,2016-10-02 16:51:21,32.80,26,5791,151,2.7,0.15,83
One,2016-10-02 16:51:22,32.82,26,5794,151,2.7,0.13,83
One,2016-10-02 16:51:23,32.83,26,5797,151,2.7,0.13,84
One,2016-10-02 16:51:24,32.85,26,5799,151,2.7,0.13,83
One,2016-10-02 16:51:25,32.87,27,5802,150,2.7,0.13,84
One,2016-10-02 16:51:26,32.88,27,5805,150,2.7,0.13,83
One,2016-10-02 16:51:27,32.90,27,5808,150,2.7,0.13,83
One,2016-10-02 16:51:28,32.92,27,5810,150,2.7,0.13,83
One,2016-10-02 16:51:29,32.93,27,5813,150,2.7,0.13,83
One,2016-10-02 16:51:30,32.95,27,5816,150,2.7,0.13,82
One,2016-10-02 16:51:31,32.97,27,5818,150,2.7,0.11,88
One,2016-10-02 16:51:32,32.98,27,5821,150,2.7,0.11,81
One,2016-10-02 16:51:33,33.00,27,5824,150,2.7,0.11,89
One,2016-10-02 16:51:34,33.02,27,5827,150,2.7,0.11,80
One,2016-10-02 16:51:35,33.03,27,5830,151,2.7,0.11,80
One,2016-10-02 16:51:36,33.05,28,5832,151,2.7,0.11,82
